
drescent	drecier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
e	et	CONcoo	_
Naimes	naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
tierz	tierz	PROord	NOMB.=s|GENRE=m|CAS=n

devant	devant	PRE	_
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
agenuliz	agenoillier	VERppe	NOMB.=p|GENRE=m|CAS=n

drez	droit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
enperer	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
pleit	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
or	or4	ADVgen	DEGRE=-
oiez	öir	VERcjg	MODE=imp|PERS.=2|NOMB.=p

ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dient	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
cist	cest	PROdem	NOMB.=p|GENRE=m|CAS=n
que	que4	CONsub	_
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
aprestez	aprester	VERppe	NOMB.=p|GENRE=m|CAS=n

cels	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
seuz	sol1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
sur	sor2	PRE	_
ces	ce2	DETdem	NOMB.=p|GENRE=f|CAS=r
pailles	paile	NOMcom	NOMB.=p|GENRE=f|CAS=r
cochiez	couchier	VERppe	NOMB.=p|GENRE=m|CAS=n

suz	soz	PRE	_
ciel	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
n	ne1	ADVneg	_
at	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	se	CONsub	_
vos	vos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
voliez	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p

ne	ne1	ADVneg	_
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
cunquergent	conquerre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
od	o4	PRE	_
fers	fer	NOMcom	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	_
od	o4	PRE	_
espiez	espiet	NOMcom	NOMB.=p|GENRE=m|CAS=r

trop	trop	ADVgen	DEGRE=-
vos	vos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pres	près	ADVgen	DEGRE=-
saracin	sarazin	NOMpro	NOMB.=p|GENRE=m|CAS=n
herbergiez	herbergier	VERppe	NOMB.=p|GENRE=m|CAS=n

mut	mout	ADVgen	DEGRE=-
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	_
peisse	peser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que4	CONsub	_
vus	vos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
en	en2	PROadv	_
lessiez	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p

quant	cant1	CONsub	_
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ot	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sis	si+il	ADVgen.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	_
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
merciez	mercïer	VERppe	NOMB.=p|GENRE=m|CAS=r

mais	mais1	CONcoo	_
que	que4	CONsub	_
tant	tant	ADVgen	DEGRE=-
feites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
que	que4	CONsub	_
de	de	PRE	_
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
vengiez	vengier	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p

li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
mangier	mangier	NOMcom	NOMB.=s|GENRE=m|CAS=n
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
prez	prest1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	et	CONcoo	_
apareliez	apareillier1	VERppe	NOMB.=s|GENRE=m|CAS=n

e	et	CONcoo	_
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n
napes	nape	NOMcom	NOMB.=p|GENRE=f|CAS=n
mises	metre2	VERppe	NOMB.=p|GENRE=f|CAS=n
es	ez	ADVgen	DEGRE=-
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
vus	vos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
assiez	asseoir	VERppe	NOMB.=p|GENRE=m|CAS=n

sur	sor2	PRE	_
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
salereiz	saliere	NOMcom	NOMB.=p|GENRE=f|CAS=r
le	le	DETdef	NOMB.=p|GENRE=m|CAS=r
cutealx	coutel	NOMcom	NOMB.=p|GENRE=m|CAS=r
cuchiez	couchier	VERppe	NOMB.=p|GENRE=m|CAS=r

par	par	PRE	_
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
sale	sale1	NOMcom	NOMB.=s|GENRE=f|CAS=r
deus	deus	DETcar	NOMB.=p|GENRE=m|CAS=r
c	cent	PROcar	NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	_
veisiez	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p

vestu	vestir	VERppe	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	_
ver	vair2	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	_
d	de	PRE	_
ermin	ermine	NOMcom	NOMB.=s|GENRE=f|CAS=r
engulez	engoler	VERppe	NOMB.=p|GENRE=m|CAS=r

fiz	fil2	NOMcom	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
ducs	duc2	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	_
a	a3	PRE	_
cuntes	conte1	NOMcom	NOMB.=p|GENRE=m|CAS=r
preisez	prisier	VERppe	NOMB.=p|GENRE=m|CAS=r

ainz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	_
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dreça	drecier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sur	sor2	PRE	_
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
piez	pié	NOMcom	NOMB.=p|GENRE=m|CAS=r

lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
presentent	presenter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
perun	perron	NOMcom	NOMB.=s|GENRE=m|CAS=r
teus	tel	DETind	NOMB.=p|GENRE=f|CAS=r
deitez	déintié	NOMcom	NOMB.=p|GENRE=f|CAS=r

dunt	dont	PROrel	NOMB.=p|GENRE=f|CAS=i
ainz	ainz	ADVgen	DEGRE=-
ne	ne1	ADVneg	_
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
grainz	graim	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ne	ne1	ADVneg	_
si	si	ADVgen	DEGRE=-
irriez	irier	VERppe	NOMB.=s|GENRE=m|CAS=n

ne	ne2	CONcoo	_
noz	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
franceis	françois	NOMpro	NOMB.=p|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
mal	mal1	ADVgen	DEGRE=-
desconseiliez	desconseillier	VERppe	NOMB.=p|GENRE=m|CAS=n

e	et	CONcoo	_
ainz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	_
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
seit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
alé	aler	VERppe	NOMB.=s|GENRE=m|CAS=n
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mangier	mangier	NOMcom	NOMB.=s|GENRE=m|CAS=r

ne	ne2	CONcoo	_
que	que4	CONsub	_
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dreça	drecier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	_
sun	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
perun	perron	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	_
acier	acier	NOMcom	NOMB.=s|GENRE=m|CAS=r

de	de	PRE	_
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	_
affriche	afrique	NOMpro	NOMB.=s|GENRE=f|CAS=r
es	ez	ADVgen	DEGRE=-
vos	vos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=r

descendu	descendre	VERppe	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	_
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
fauve	fauve	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
destrier	destrier1	NOMcom	NOMB.=s|GENRE=m|CAS=r

aukes	auques	ADVgen	DEGRE=-
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
megrez	maigre	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	et	CONcoo	_
las	las	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
errer	errer2	NOMcom	NOMB.=s|GENRE=m|CAS=r

il	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
out	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
meis	mois	NOMcom	NOMB.=s|GENRE=m|CAS=r
acumpli	acomplir	VERppe	NOMB.=s|GENRE=m|CAS=r
avant	avant	ADVgen	DEGRE=-
ier	ier	ADVgen	DEGRE=-

ke	que4	CONsub	_
de	de	PRE	_
repos	repos	NOMcom	NOMB.=s|GENRE=m|CAS=r
nen	ne1	ADVneg	_
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
entir	entier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

mais	mais1	ADVgen	_
quil	que4+il	CONsub.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
veïst	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	_
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
eire	erre3	NOMcom	NOMB.=s|GENRE=m|CAS=r
commencier	comencier	VERinf	_

suz	soz	PRE	_
ciel	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
n	ne1	ADVneg	_
at	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
beste	beste	NOMcom	NOMB.=s|GENRE=f|CAS=r
plus	plus	ADVgen	DEGRE=-
feist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	_
presier	prisier	VERinf	_

n	ne2	CONcoo	_
en	en1	PRE	_
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
plus	plus	ADVgen	DEGRE=-
feist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	_
cuvoitier	covoitier	VERinf	_

en	en1	PRE	_
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
sale	sale1	NOMcom	NOMB.=s|GENRE=f|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
vassal	vassal	NOMcom	NOMB.=s|GENRE=m|CAS=n
descendie	descendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

bloi	bloi	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
peil	poil	NOMcom	NOMB.=s|GENRE=m|CAS=r
menument	menüement	ADVgen	DEGRE=-
tuschie	tochier	VERppe	NOMB.=s|GENRE=m|CAS=r

sur	sor2	PRE	_
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
espaules	espaule	NOMcom	NOMB.=p|GENRE=f|CAS=r
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
detries	detriès	ADVgen	DEGRE=-
chociez	couchier	VERppe	NOMB.=s|GENRE=m|CAS=r

desi	deci	PRE	_
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
hanches	hanche	NOMcom	NOMB.=p|GENRE=f|CAS=r
erent	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
rengiez	rengier1	VERppe	NOMB.=p|GENRE=m|CAS=n

gros	gros	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
oilz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vis	vis	NOMcom	NOMB.=s|GENRE=m|CAS=r
apert	apert	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
e	et	CONcoo	_
lié	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

ne	ne1	ADVneg	_
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ne	ne2	CONcoo	_
deliez	deliié	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p

meis	mais1	ADVgen	DEGRE=-
que	que4	CONsub	_
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
vent	vent	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	_
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
chaut	chaut	NOMcom	NOMB.=s|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
allez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n

gros	gros	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
contre	contre	PRE	_
quor	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	_
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
piz	piz	NOMcom	NOMB.=s|GENRE=m|CAS=r
bin	bien1	ADVgen	DEGRE=-
tailliez	taillier1	VERppe	NOMB.=s|GENRE=m|CAS=r

par	par	PRE	_
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
costez	costé	NOMcom	NOMB.=p|GENRE=m|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	et	CONcoo	_
aligniez	aligné	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p

dreite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
gambe	jambe	NOMcom	NOMB.=s|GENRE=f|CAS=r
e	et	CONcoo	_
bin	bien1	ADVgen	DEGRE=-
turné	torner	VERppe	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r

mult	mout	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
espurun	esperon	NOMcom	NOMB.=s|GENRE=m|CAS=n
ke	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
galcié	chaucier1	VERppe	NOMB.=s|GENRE=m|CAS=r

poi	poi	ADVgen	DEGRE=-
truuissez	trover	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
hume	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
miez	mieus	ADVgen	DEGRE=c
ensengnié	enseignier	VERppe	NOMB.=s|GENRE=m|CAS=r

de	de	PRE	_
tuz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
languages	langage	NOMcom	NOMB.=p|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
bin	bien1	ADVgen	DEGRE=-
aromancié	aromancier	VERppe	NOMB.=s|GENRE=m|CAS=n

si	si	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d	de	PRE	_
un	un	DETndf	NOMB.=s|GENRE=f|CAS=r
jupe	jupe	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	_
palle	paile	NOMcom	NOMB.=s|GENRE=m|CAS=r
despolié	despolir	VERppe	NOMB.=s|GENRE=m|CAS=n

il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
remist	remetre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sengle	cengle	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en1	PRE	_
bliaut	blïaut	NOMcom	NOMB.=s|GENRE=m|CAS=r
camosié	chamoissier	VERppe	NOMB.=s|GENRE=m|CAS=r

ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
fud	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
cutés	costé	NOMcom	NOMB.=p|GENRE=m|CAS=r
d	de	PRE	_
ambes	ambes	DETcar	NOMB.=p|GENRE=f|CAS=r
parz	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r
trenchiez	trenchier1	VERppe	NOMB.=s|GENRE=m|CAS=n

deceint	desceindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
brant	brant1	NOMcom	NOMB.=s|GENRE=m|CAS=r
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
punt	poing	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	_
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
entaillié	entaillier	VERppe	NOMB.=s|GENRE=m|CAS=r

a	a3	PRE	_
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
turchople	turcople	NOMpro	NOMB.=s|GENRE=m|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tuz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
treis	trois	PROcar	NOMB.=p|GENRE=m|CAS=r
carchié	chargier	VERppe	NOMB.=p|GENRE=m|CAS=r

pas	pas	NOMcom	NOMB.=s|GENRE=m|CAS=r
avant	avant	PRE	_
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
aspremié	aproismier	VERppe	NOMB.=s|GENRE=m|CAS=n

en	en1	PRE	_
haut	haut	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
ke	que4	CONsub	_
bin	bien1	ADVgen	DEGRE=-
fud	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
entendié	entendre	VERppe	NOMB.=s|GENRE=m|CAS=n

cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
mahummet	mahumet	NOMpro	NOMB.=s|GENRE=m|CAS=n
ki	cui	PROrel	NOMB.=s|GENRE=m|CAS=i
paens	paien	NOMpro	NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
praié	priier	VERppe	NOMB.=s|GENRE=m|CAS=r

par	par	PRE	_
qui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
sumes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
levez	lever	VERppe	NOMB.=p|GENRE=m|CAS=n
e	et	CONcoo	_
escaucié	essaucier	VERppe	NOMB.=p|GENRE=m|CAS=n

gart	garder	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
agulant	agolant	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	_
elmunt	eaumont	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
presié	prisier	VERppe	NOMB.=s|GENRE=m|CAS=r

triamodes	triamodes	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	_
gurrant	gorhant	NOMpro	NOMB.=s|GENRE=m|CAS=r
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
enveisié	envoisier	VERppe	NOMB.=s|GENRE=m|CAS=r

e	et	CONcoo	_
tut	tot	DETind	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
puple	pueple	NOMcom	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ot	o4	PRE	_
eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
logié	logier	VERppa	NOMB.=s|GENRE=m|CAS=n

e	et	CONcoo	_
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
confunde	confondre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Karle	charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
tres	très	ADVgen	DEGRE=-
quidié	cuidier1	VERppe	NOMB.=s|GENRE=m|CAS=r

e	et	CONcoo	_
tuz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
iceus	icel	PROdem	NOMB.=p|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
conseillié	conseillier1	VERppe	NOMB.=s|GENRE=n|CAS=r

ke	que4	CONsub	_
tant	tant	ADVgen	DEGRE=-
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lunguement	longement	ADVgen	DEGRE=-
oblié	oblïer	VERppe	NOMB.=p|GENRE=m|CAS=r

que	que4	CONsub	_
mun	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
seignur	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
od	o4	PRE	_
tei	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i
corecié	corrocier	VERppe	NOMB.=s|GENRE=m|CAS=n

en	en1	PRE	_
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
meis	mois	NOMcom	NOMB.=s|GENRE=m|CAS=r
chevachié	chevauchier	VERppe	NOMB.=s|GENRE=m|CAS=r

bin	bien1	ADVgen	DEGRE=-
purras	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
dire	dire	VERinf	_
ke	que4	CONsub	_
mar	mar	ADVgen	DEGRE=-
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
espleité	esploitier	VERppe	NOMB.=s|GENRE=m|CAS=r

par	par	PRE	_
tun	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
untrage	outrage	NOMcom	NOMB.=s|GENRE=m|CAS=r
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
